datetime,open,high,low,close,volume
2024-04-22 10:01:00,47795.9,47814.8,47795.9,47814.5,417542.0
2024-04-22 10:02:00,47811.1,47812.95,47783.3,47791.15,464602.0
2024-04-22 10:03:00,47796.65,47800.2,47773.1,47780.7,407856.0
2024-04-22 10:04:00,47781.5,47785.25,47677.25,47704.5,770230.0
2024-04-22 10:05:00,47699.55,47760.1,47684.55,47743.3,438573.0
2024-04-22 10:06:00,47740.8,47763.4,47728.75,47761.0,306814.0
2024-04-22 10:07:00,47764.35,47777.25,47755.75,47759.5,446626.0
2024-04-22 10:08:00,47762.85,47765.5,47723.15,47735.15,582493.0
2024-04-22 10:09:00,47733.85,47758.75,47733.85,47740.2,317627.0
2024-04-22 10:10:00,47741.5,47758.5,47731.75,47753.65,401730.0
2024-04-22 10:11:00,47755.55,47764.65,47736.55,47738.0,262224.0
2024-04-22 10:12:00,47739.6,47781.8,47728.5,47774.2,651031.0
2024-04-22 10:13:00,47775.8,47783.75,47725.7,47728.75,340471.0
2024-04-22 10:14:00,47726.95,47764.35,47718.5,47750.45,385774.0
2024-04-22 10:15:00,47751.85,47766.95,47749.65,47756.25,383709.0
2024-04-22 10:16:00,47757.85,47758.6,47745.2,47754.85,294457.0
2024-04-22 10:17:00,47753.4,47766.85,47748.8,47762.9,484562.0
2024-04-22 10:18:00,47761.05,47777.35,47740.15,47749.0,525065.0
2024-04-22 10:19:00,47751.55,47763.25,47715.05,47725.8,538041.0
2024-04-22 10:20:00,47723.6,47726.45,47712.4,47715.85,434693.0
2024-04-22 10:21:00,47717.0,47723.0,47693.75,47696.25,746607.0
2024-04-22 10:22:00,47694.6,47705.05,47678.25,47686.6,1141023.0
2024-04-22 10:23:00,47685.85,47706.15,47676.3,47701.35,403789.0
2024-04-22 10:24:00,47702.8,47706.85,47694.05,47701.8,247890.0
2024-04-22 10:25:00,47708.2,47708.2,47685.4,47695.0,344245.0
2024-04-22 10:26:00,47693.0,47703.0,47662.45,47680.2,597619.0
2024-04-22 10:27:00,47686.3,47691.55,47640.15,47645.75,533636.0
2024-04-22 10:28:00,47640.85,47659.8,47631.35,47639.0,551835.0
2024-04-22 10:29:00,47641.15,47661.35,47628.45,47657.1,552969.0
2024-04-22 10:30:00,47656.75,47668.85,47652.9,47668.85,236932.0
2024-04-22 10:31:00,47665.1,47685.5,47662.95,47679.4,573250.0
2024-04-22 10:32:00,47679.95,47685.05,47674.9,47680.4,453355.0
2024-04-22 10:33:00,47681.35,47692.8,47677.45,47683.1,388008.0
2024-04-22 10:34:00,47681.8,47695.4,47680.1,47682.55,307172.0
2024-04-22 10:35:00,47683.35,47696.8,47680.35,47694.65,276837.0
2024-04-22 10:36:00,47694.85,47711.8,47691.2,47694.05,249203.0
2024-04-22 10:37:00,47694.8,47694.8,47669.0,47680.1,239078.0
2024-04-22 10:38:00,47683.55,47698.95,47681.05,47693.75,375919.0
2024-04-22 10:39:00,47694.6,47702.7,47678.8,47684.05,394814.0
2024-04-22 10:40:00,47685.5,47714.2,47684.05,47711.7,245522.0
2024-04-22 10:41:00,47711.8,47742.25,47700.2,47739.2,464389.0
2024-04-22 10:42:00,47738.45,47758.0,47736.6,47748.3,267902.0
2024-04-22 10:43:00,47745.95,47753.15,47739.95,47744.5,165680.0
2024-04-22 10:44:00,47746.3,47753.95,47743.9,47750.35,224814.0
2024-04-22 10:45:00,47750.8,47767.1,47749.35,47753.05,295780.0
2024-04-22 10:46:00,47751.35,47755.15,47731.4,47735.75,286444.0
2024-04-22 10:47:00,47736.6,47745.1,47728.4,47742.35,278622.0
2024-04-22 10:48:00,47738.7,47751.65,47730.55,47749.6,283315.0
2024-04-22 10:49:00,47749.95,47760.25,47747.75,47760.25,386896.0
2024-04-22 10:50:00,47760.05,47764.75,47750.95,47753.8,222618.0
2024-04-22 10:51:00,47754.05,47793.4,47745.05,47788.85,575334.0
2024-04-22 10:52:00,47786.7,47804.7,47779.6,47782.6,292888.0
2024-04-22 10:53:00,47786.35,47794.75,47769.7,47785.85,123512.0
2024-04-22 10:54:00,47784.9,47786.2,47769.2,47778.25,226979.0
2024-04-22 10:55:00,47777.45,47783.2,47774.3,47782.6,408328.0
2024-04-22 10:56:00,47780.25,47798.9,47777.6,47785.0,251823.0
2024-04-22 10:57:00,47785.8,47802.9,47781.75,47796.05,183388.0
2024-04-22 10:58:00,47795.9,47800.55,47771.8,47773.55,469939.0
2024-04-22 10:59:00,47774.9,47791.05,47763.3,47776.25,184624.0
2024-04-22 11:00:00,47774.3,47788.85,47768.95,47773.55,280103.0
2024-04-22 11:01:00,47774.15,47776.3,47754.3,47766.6,358187.0
2024-04-22 11:02:00,47764.3,47787.15,47761.95,47781.8,439318.0
2024-04-22 11:03:00,47781.95,47803.45,47773.7,47801.9,464089.0
2024-04-22 11:04:00,47800.55,47835.25,47800.55,47822.05,460623.0
2024-04-22 11:05:00,47821.8,47829.75,47808.65,47818.25,270865.0
2024-04-22 11:06:00,47822.4,47835.1,47813.3,47826.25,329135.0
2024-04-22 11:07:00,47820.1,47828.6,47804.45,47818.25,324463.0
2024-04-22 11:08:00,47808.45,47822.45,47807.8,47817.5,217675.0
2024-04-22 11:09:00,47820.3,47842.0,47813.45,47838.05,260073.0
2024-04-22 11:10:00,47833.25,47839.85,47823.6,47828.25,202277.0
2024-04-22 11:11:00,47828.95,47842.6,47816.45,47833.85,192896.0
2024-04-22 11:12:00,47828.25,47836.4,47817.8,47820.4,196324.0
2024-04-22 11:13:00,47821.5,47830.7,47806.8,47813.45,197712.0
2024-04-22 11:14:00,47811.85,47824.65,47810.75,47822.6,145248.0
2024-04-22 11:15:00,47822.8,47834.6,47818.6,47832.35,274367.0
2024-04-22 11:16:00,47832.3,47845.4,47821.25,47824.9,191819.0
2024-04-22 11:17:00,47824.4,47825.05,47787.7,47794.05,220816.0
2024-04-22 11:18:00,47795.45,47808.7,47793.5,47808.05,192390.0
2024-04-22 11:19:00,47808.1,47813.55,47799.45,47809.1,253095.0
2024-04-22 11:20:00,47810.1,47813.35,47798.15,47802.35,312929.0
2024-04-22 11:21:00,47799.65,47830.45,47798.1,47823.6,460912.0
2024-04-22 11:22:00,47824.0,47831.95,47809.5,47815.05,264904.0
2024-04-22 11:23:00,47812.15,47827.35,47810.6,47824.2,318660.0
2024-04-22 11:24:00,47824.75,47838.25,47819.75,47838.25,164798.0
2024-04-22 11:25:00,47836.8,47837.65,47825.7,47828.3,415438.0
2024-04-22 11:26:00,47831.7,47832.4,47820.65,47824.25,303328.0
2024-04-22 11:27:00,47826.0,47839.0,47815.6,47828.75,232896.0
2024-04-22 11:28:00,47830.0,47833.05,47821.9,47826.9,175679.0
2024-04-22 11:29:00,47827.9,47828.2,47812.05,47812.05,218753.0
2024-04-22 11:30:00,47819.8,47824.25,47810.6,47816.25,161424.0
2024-04-22 11:31:00,47817.75,47836.1,47814.0,47820.15,178349.0
2024-04-22 11:32:00,47821.55,47833.1,47816.3,47823.4,339942.0
2024-04-22 11:33:00,47823.2,47853.25,47817.25,47848.8,238215.0
2024-04-22 11:34:00,47849.5,47856.25,47840.1,47849.5,165169.0
2024-04-22 11:35:00,47851.25,47859.15,47845.55,47850.85,306012.0
2024-04-22 11:36:00,47849.95,47855.85,47846.55,47854.8,394211.0
2024-04-22 11:37:00,47855.05,47856.2,47846.0,47849.5,360877.0
2024-04-22 11:38:00,47851.2,47851.8,47837.5,47845.35,256384.0
2024-04-22 11:39:00,47845.65,47852.85,47839.55,47845.0,154438.0
2024-04-22 11:40:00,47845.6,47850.8,47836.95,47850.3,270642.0
2024-04-22 11:41:00,47851.6,47855.5,47833.4,47836.85,258690.0
2024-04-22 11:42:00,47834.95,47843.75,47830.9,47837.15,231621.0
2024-04-22 11:43:00,47836.1,47842.25,47830.15,47830.35,170680.0
2024-04-22 11:44:00,47824.15,47833.65,47804.95,47804.95,307914.0
2024-04-22 11:45:00,47806.4,47819.45,47803.9,47810.6,115634.0
2024-04-22 11:46:00,47811.05,47830.2,47811.05,47819.3,213428.0
2024-04-22 11:47:00,47820.45,47828.8,47809.45,47824.9,187698.0
2024-04-22 11:48:00,47826.55,47841.4,47824.5,47837.6,179792.0
2024-04-22 11:49:00,47837.75,47848.0,47835.3,47842.65,179704.0
2024-04-22 11:50:00,47843.45,47859.2,47842.5,47846.1,150625.0
2024-04-22 11:51:00,47848.15,47850.3,47839.6,47846.7,150705.0
2024-04-22 11:52:00,47848.15,47857.35,47847.25,47848.45,117245.0
2024-04-22 11:53:00,47849.0,47853.55,47846.45,47852.85,156972.0
2024-04-22 11:54:00,47854.05,47860.1,47850.25,47856.45,186799.0
2024-04-22 11:55:00,47857.15,47882.7,47854.2,47877.7,288089.0
2024-04-22 11:56:00,47879.95,47879.95,47863.15,47869.95,183509.0
2024-04-22 11:57:00,47869.75,47874.5,47863.8,47869.85,173295.0
2024-04-22 11:58:00,47869.55,47886.35,47864.8,47878.1,261637.0
2024-04-22 11:59:00,47877.35,47881.45,47868.25,47872.1,182709.0
2024-04-22 12:00:00,47868.7,47873.85,47858.15,47862.95,225536.0
2024-04-22 12:01:00,47865.3,47876.8,47860.75,47870.0,121579.0
2024-04-22 12:02:00,47870.8,47875.55,47852.05,47855.0,227441.0
2024-04-22 12:03:00,47854.8,47866.7,47854.8,47863.6,131919.0
2024-04-22 12:04:00,47863.05,47869.65,47856.2,47860.7,194144.0
2024-04-22 12:05:00,47861.3,47862.35,47850.15,47855.8,180854.0
2024-04-22 12:06:00,47854.8,47862.45,47843.65,47848.55,616183.0
2024-04-22 12:07:00,47850.65,47860.6,47842.95,47856.65,181070.0
2024-04-22 12:08:00,47857.35,47857.85,47848.75,47856.15,161718.0
2024-04-22 12:09:00,47855.9,47857.35,47844.6,47851.9,380776.0
2024-04-22 12:10:00,47850.8,47851.95,47838.85,47843.45,202494.0
2024-04-22 12:11:00,47842.0,47851.15,47840.15,47849.1,165432.0
2024-04-22 12:12:00,47848.7,47852.45,47834.3,47842.5,186896.0
2024-04-22 12:13:00,47840.65,47843.6,47829.1,47829.9,198147.0
2024-04-22 12:14:00,47830.95,47832.45,47813.4,47825.7,1033289.0
2024-04-22 12:15:00,47821.9,47844.15,47819.1,47840.3,444997.0
2024-04-22 12:16:00,47840.8,47843.0,47829.35,47843.0,124723.0
2024-04-22 12:17:00,47843.05,47850.7,47829.25,47832.95,332813.0
2024-04-22 12:18:00,47832.2,47846.3,47831.55,47838.2,178682.0
2024-04-22 12:19:00,47837.25,47842.55,47834.15,47835.7,355209.0
2024-04-22 12:20:00,47835.05,47838.55,47827.0,47827.5,694101.0
2024-04-22 12:21:00,47829.95,47835.75,47814.9,47835.65,207219.0
2024-04-22 12:22:00,47836.1,47839.1,47824.05,47832.9,168371.0
2024-04-22 12:23:00,47832.5,47839.1,47821.05,47832.2,209483.0
2024-04-22 12:24:00,47832.45,47843.9,47829.0,47840.7,193875.0
2024-04-22 12:25:00,47840.4,47842.25,47832.1,47837.45,138074.0
2024-04-22 12:26:00,47836.8,47847.35,47829.8,47845.9,219305.0
2024-04-22 12:27:00,47844.3,47844.3,47817.1,47821.3,148795.0
2024-04-22 12:28:00,47820.95,47821.95,47760.9,47790.85,650759.0
2024-04-22 12:29:00,47788.5,47812.2,47788.5,47800.9,279512.0
2024-04-22 12:30:00,47802.2,47812.65,47791.75,47808.55,221689.0
2024-04-22 12:31:00,47808.1,47817.4,47801.45,47811.5,149947.0
2024-04-22 12:32:00,47817.3,47820.35,47802.8,47818.25,283157.0
2024-04-22 12:33:00,47813.3,47823.65,47811.45,47817.65,253669.0
2024-04-22 12:34:00,47820.85,47827.5,47811.65,47826.05,180950.0
2024-04-22 12:35:00,47825.1,47830.3,47805.7,47816.5,325462.0
2024-04-22 12:36:00,47818.6,47820.2,47804.5,47807.2,408871.0
2024-04-22 12:37:00,47806.95,47812.35,47799.55,47802.1,215475.0
2024-04-22 12:38:00,47799.55,47808.7,47792.55,47794.15,247726.0
2024-04-22 12:39:00,47793.95,47812.65,47793.95,47808.45,236365.0
2024-04-22 12:40:00,47807.5,47825.6,47806.1,47818.8,160861.0
2024-04-22 12:41:00,47818.3,47820.4,47794.5,47804.35,416363.0
2024-04-22 12:42:00,47807.5,47813.8,47801.9,47806.25,246598.0
2024-04-22 12:43:00,47805.8,47810.25,47798.9,47806.0,239900.0
2024-04-22 12:44:00,47807.3,47809.15,47798.4,47802.95,231121.0
2024-04-22 12:45:00,47801.75,47808.35,47794.35,47808.35,136474.0
2024-04-22 12:46:00,47808.0,47808.85,47771.25,47780.7,277773.0
2024-04-22 12:47:00,47772.95,47797.1,47772.95,47783.7,170907.0
2024-04-22 12:48:00,47785.2,47787.65,47772.45,47774.95,206764.0
2024-04-22 12:49:00,47774.4,47782.3,47758.4,47764.85,202909.0
2024-04-22 12:50:00,47761.8,47774.6,47757.35,47767.6,262317.0
2024-04-22 12:51:00,47767.9,47770.9,47761.1,47767.5,170753.0
2024-04-22 12:52:00,47768.6,47777.9,47760.55,47775.65,151996.0
2024-04-22 12:53:00,47776.15,47786.35,47762.6,47764.6,248343.0
2024-04-22 12:54:00,47765.85,47774.55,47763.05,47769.0,185789.0
2024-04-22 12:55:00,47771.1,47783.65,47765.85,47779.2,125028.0
2024-04-22 12:56:00,47782.7,47789.1,47776.25,47781.95,317144.0
2024-04-22 12:57:00,47784.85,47790.35,47773.95,47787.55,185476.0
2024-04-22 12:58:00,47789.5,47793.6,47777.8,47788.2,152365.0
2024-04-22 12:59:00,47788.25,47790.25,47771.45,47783.25,135009.0
2024-04-22 13:00:00,47784.25,47798.65,47772.65,47778.55,296028.0
2024-04-22 13:01:00,47778.1,47787.05,47774.2,47782.65,263511.0
2024-04-22 13:02:00,47782.35,47792.9,47779.55,47787.05,201816.0
2024-04-22 13:03:00,47783.3,47791.55,47778.65,47783.15,197725.0
2024-04-22 13:04:00,47783.25,47787.75,47753.25,47780.25,227678.0
2024-04-22 13:05:00,47783.25,47795.25,47778.9,47794.15,136633.0
2024-04-22 13:06:00,47793.95,47802.0,47788.7,47788.7,207708.0
2024-04-22 13:07:00,47788.55,47791.95,47779.4,47779.4,116481.0
2024-04-22 13:08:00,47779.5,47784.05,47768.05,47778.9,226222.0
2024-04-22 13:09:00,47778.5,47779.1,47744.35,47757.25,361251.0
2024-04-22 13:10:00,47758.15,47763.0,47746.45,47763.0,300957.0
2024-04-22 13:11:00,47762.4,47784.65,47762.4,47775.85,167596.0
2024-04-22 13:12:00,47775.2,47782.85,47773.55,47776.5,192973.0
2024-04-22 13:13:00,47775.8,47784.85,47774.3,47781.05,115037.0
2024-04-22 13:14:00,47781.5,47785.0,47773.75,47783.3,196916.0
2024-04-22 13:15:00,47782.4,47790.4,47777.3,47788.15,246619.0
2024-04-22 13:16:00,47788.8,47793.45,47779.2,47787.55,161294.0
2024-04-22 13:17:00,47787.75,47796.15,47787.75,47792.55,114763.0
2024-04-22 13:18:00,47793.1,47794.85,47774.3,47782.25,250775.0
2024-04-22 13:19:00,47782.6,47806.0,47782.6,47803.25,314165.0
2024-04-22 13:20:00,47807.15,47818.65,47805.6,47815.5,643121.0
2024-04-22 13:21:00,47809.35,47810.75,47798.3,47798.3,212931.0
2024-04-22 13:22:00,47799.7,47801.95,47795.15,47799.9,215821.0
2024-04-22 13:23:00,47801.3,47807.45,47799.3,47802.7,273010.0
2024-04-22 13:24:00,47802.25,47805.6,47791.6,47793.65,233628.0
2024-04-22 13:25:00,47788.95,47798.55,47779.15,47779.15,278053.0
2024-04-22 13:26:00,47780.0,47781.6,47766.7,47778.05,300533.0
2024-04-22 13:27:00,47778.75,47790.8,47776.75,47788.0,203609.0
2024-04-22 13:28:00,47790.05,47795.35,47782.15,47790.8,159238.0
2024-04-22 13:29:00,47790.4,47800.5,47788.6,47800.5,261935.0
2024-04-22 13:30:00,47800.25,47811.85,47794.35,47805.55,341102.0
2024-04-22 13:31:00,47805.1,47824.05,47802.9,47820.35,425141.0
2024-04-22 13:32:00,47820.45,47832.9,47814.25,47830.45,692194.0
2024-04-22 13:33:00,47833.45,47838.85,47820.5,47821.3,311984.0
2024-04-22 13:34:00,47824.7,47825.05,47815.4,47818.75,281034.0
2024-04-22 13:35:00,47818.5,47833.45,47814.75,47830.3,225839.0
2024-04-22 13:36:00,47830.45,47833.8,47819.55,47824.2,253637.0
2024-04-22 13:37:00,47822.45,47844.4,47821.45,47840.45,256091.0
2024-04-22 13:38:00,47840.1,47840.35,47826.1,47830.6,257296.0
2024-04-22 13:39:00,47830.15,47834.65,47819.75,47827.45,298358.0
2024-04-22 13:40:00,47828.3,47828.3,47813.75,47815.5,209130.0
2024-04-22 13:41:00,47814.2,47847.0,47805.45,47839.5,371317.0
2024-04-22 13:42:00,47838.1,47838.1,47819.2,47821.05,238075.0
2024-04-22 13:43:00,47820.25,47829.3,47816.85,47827.3,185280.0
2024-04-22 13:44:00,47827.15,47840.75,47821.55,47833.4,187443.0
2024-04-22 13:45:00,47833.8,47837.15,47827.05,47829.7,141346.0
2024-04-22 13:46:00,47829.65,47834.85,47818.7,47825.6,255110.0
2024-04-22 13:47:00,47826.85,47850.9,47824.15,47850.0,340523.0
2024-04-22 13:48:00,47849.85,47858.15,47841.55,47843.5,261908.0
2024-04-22 13:49:00,47844.65,47859.55,47842.35,47853.2,204042.0
2024-04-22 13:50:00,47853.35,47854.15,47845.25,47848.15,251729.0
2024-04-22 13:51:00,47849.3,47852.35,47837.05,47837.9,213596.0
2024-04-22 13:52:00,47842.25,47842.8,47825.9,47825.9,260965.0
2024-04-22 13:53:00,47826.95,47837.35,47824.3,47836.6,266776.0
2024-04-22 13:54:00,47836.9,47836.9,47823.85,47828.15,291144.0
2024-04-22 13:55:00,47825.35,47832.2,47822.6,47830.2,209952.0
2024-04-22 13:56:00,47830.75,47850.55,47829.85,47839.65,356336.0
2024-04-22 13:57:00,47839.6,47862.55,47834.35,47854.25,375699.0
2024-04-22 13:58:00,47855.35,47873.05,47848.9,47854.05,478334.0
2024-04-22 13:59:00,47854.2,47858.65,47847.05,47850.05,275321.0
2024-04-22 14:00:00,47850.1,47854.95,47843.75,47852.75,248046.0
2024-04-22 14:01:00,47855.25,47856.8,47847.7,47847.95,221078.0
2024-04-22 14:02:00,47849.35,47854.1,47834.05,47837.3,319520.0
2024-04-22 14:03:00,47843.65,47858.25,47839.9,47852.45,192398.0
2024-04-22 14:04:00,47853.15,47882.35,47853.15,47866.5,453019.0
2024-04-22 14:05:00,47867.3,47869.3,47856.1,47864.85,281895.0
2024-04-22 14:06:00,47866.45,47866.45,47848.35,47853.7,348809.0
2024-04-22 14:07:00,47853.95,47858.55,47846.05,47848.85,165686.0
2024-04-22 14:08:00,47849.85,47851.45,47840.8,47851.45,185964.0
2024-04-22 14:09:00,47853.95,47862.85,47848.65,47853.85,175070.0
2024-04-22 14:10:00,47851.85,47855.3,47837.05,47840.4,179052.0
2024-04-22 14:11:00,47840.1,47847.3,47836.9,47841.3,304962.0
2024-04-22 14:12:00,47843.1,47850.1,47836.65,47844.2,716641.0
2024-04-22 14:13:00,47843.0,47853.15,47839.8,47848.85,515665.0
2024-04-22 14:14:00,47848.8,47851.05,47825.75,47837.45,340993.0
2024-04-22 14:15:00,47834.45,47850.3,47813.7,47843.25,1046980.0
2024-04-22 14:16:00,47843.7,47857.65,47839.45,47845.65,1120907.0
2024-04-22 14:17:00,47846.35,47855.95,47840.2,47851.65,839153.0
2024-04-22 14:18:00,47851.35,47852.7,47836.9,47837.95,501257.0
2024-04-22 14:19:00,47838.3,47846.45,47830.55,47839.0,473576.0
2024-04-22 14:20:00,47841.55,47852.3,47836.65,47838.7,602310.0
2024-04-22 14:21:00,47840.45,47843.65,47823.85,47829.1,480331.0
2024-04-22 14:22:00,47829.95,47838.9,47825.95,47833.95,288540.0
2024-04-22 14:23:00,47834.2,47839.25,47811.15,47814.05,564463.0
2024-04-22 14:24:00,47812.5,47824.35,47811.8,47820.4,297838.0
2024-04-22 14:25:00,47820.25,47827.45,47811.9,47817.35,399106.0
2024-04-22 14:26:00,47815.3,47829.5,47812.8,47826.4,480592.0
2024-04-22 14:27:00,47826.2,47848.15,47821.15,47842.25,270290.0
2024-04-22 14:28:00,47846.7,47846.7,47794.0,47799.0,381112.0
2024-04-22 14:29:00,47798.9,47807.25,47790.1,47790.85,300291.0
2024-04-22 14:30:00,47793.65,47802.15,47785.6,47793.8,541787.0
2024-04-22 14:31:00,47793.95,47798.55,47782.65,47788.65,265408.0
2024-04-22 14:32:00,47790.45,47808.5,47787.5,47805.85,275841.0
2024-04-22 14:33:00,47804.8,47826.95,47801.0,47815.25,322948.0
2024-04-22 14:34:00,47813.05,47829.4,47808.75,47824.85,270601.0
2024-04-22 14:35:00,47827.2,47850.65,47823.35,47834.2,318212.0
2024-04-22 14:36:00,47835.45,47843.15,47829.0,47834.25,310647.0
2024-04-22 14:37:00,47834.5,47840.35,47827.85,47837.6,288046.0
2024-04-22 14:38:00,47837.85,47854.7,47832.0,47850.7,397506.0
2024-04-22 14:39:00,47852.0,47852.95,47842.1,47845.0,407470.0
2024-04-22 14:40:00,47846.6,47879.25,47838.35,47879.2,614586.0
2024-04-22 14:41:00,47880.6,47928.7,47861.65,47917.05,655484.0
2024-04-22 14:42:00,47918.9,47942.4,47910.65,47937.85,756892.0
2024-04-22 14:43:00,47935.2,47943.25,47906.5,47920.25,668134.0
2024-04-22 14:44:00,47916.65,47946.15,47912.9,47944.4,651350.0
2024-04-22 14:45:00,47944.95,47947.4,47923.75,47923.75,555379.0
2024-04-22 14:46:00,47925.45,47954.25,47918.35,47954.2,607215.0
2024-04-22 14:47:00,47953.65,47958.45,47921.25,47930.6,897393.0
2024-04-22 14:48:00,47927.6,47929.35,47902.65,47919.75,554632.0
2024-04-22 14:49:00,47916.05,47940.25,47907.5,47930.25,611882.0
2024-04-22 14:50:00,47933.2,47942.05,47915.5,47915.55,693751.0
2024-04-22 14:51:00,47914.9,47932.4,47906.6,47920.15,516562.0
2024-04-22 14:52:00,47917.05,47923.55,47909.0,47919.25,531825.0
2024-04-22 14:53:00,47915.3,47922.95,47905.2,47908.85,451859.0
2024-04-22 14:54:00,47905.2,47910.15,47871.35,47874.15,601084.0
2024-04-22 14:55:00,47870.0,47881.35,47864.8,47870.4,623538.0
2024-04-22 14:56:00,47869.9,47870.9,47846.05,47857.75,1131424.0
2024-04-22 14:57:00,47850.3,47884.95,47846.1,47871.8,1353605.0
2024-04-22 14:58:00,47866.4,47873.75,47841.35,47851.75,956712.0
2024-04-22 14:59:00,47850.7,47861.6,47846.15,47850.05,394054.0
2024-04-22 15:00:00,47850.3,47872.15,47849.25,47867.85,923145.0
2024-04-22 15:01:00,47869.85,47877.3,47856.35,47871.8,1555908.0
2024-04-22 15:02:00,47869.1,47879.45,47860.1,47872.1,1064791.0
2024-04-22 15:03:00,47872.15,47886.3,47870.2,47878.15,982086.0
2024-04-22 15:04:00,47880.7,47895.85,47878.05,47890.8,1313038.0
2024-04-22 15:05:00,47887.75,47898.6,47881.5,47894.45,1332808.0
2024-04-22 15:06:00,47893.7,47926.15,47892.5,47924.9,1584287.0
2024-04-22 15:07:00,47923.65,47925.1,47907.25,47913.4,1459420.0
2024-04-22 15:08:00,47913.35,47920.55,47906.5,47908.15,1799815.0
2024-04-22 15:09:00,47908.2,47914.6,47895.05,47913.9,1271815.0
2024-04-22 15:10:00,47910.85,47918.35,47905.8,47908.65,1384661.0
2024-04-22 15:11:00,47907.6,47926.75,47907.55,47911.5,1214381.0
2024-04-22 15:12:00,47912.95,47945.75,47911.8,47943.55,1366733.0
2024-04-22 15:13:00,47942.4,47949.55,47930.95,47938.75,1494211.0
2024-04-22 15:14:00,47938.65,47962.65,47936.45,47958.45,1084039.0
2024-04-22 15:15:00,47959.95,47959.95,47927.55,47936.75,1441617.0
2024-04-22 15:16:00,47936.45,47936.45,47917.5,47929.4,1189770.0
2024-04-22 15:17:00,47931.15,47942.0,47928.6,47931.55,1055763.0
2024-04-22 15:18:00,47934.6,47938.15,47916.7,47926.35,1334723.0
2024-04-22 15:19:00,47925.45,47938.1,47919.75,47930.3,944842.0
2024-04-22 15:20:00,47928.4,47932.7,47902.5,47915.65,2840476.0
